claim_id,claim,claim_label,evidences,CARDS_label
2849,"""by the 2001 [IPCC] climate assessment...the Medieval Warm Period had been ingeniously wiped out.",0,"[{'article': 'Hockey stick controversy', 'entropy': 0.0, 'evidence': 'The IPCC First Assessment Report in 1990 noted evidence that Holocene climatic optimum around 5,000-6,000 years ago had been warmer than the present (at least in summer) and that in some areas there had been exceptional warmth during ""a shorter Medieval Warm Period (which may not have been global)"" about AD 950-1250, followed by a cooler period of the Little Ice Age which ended only in the middle to late nineteenth century.', 'evidence_id': 'Hockey stick controversy:34', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.0, 'evidence': 'This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century.', 'evidence_id': 'Intergovernmental Panel on Climate Change:270', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.0, 'evidence': 'These values are much greater than the 9–88\xa0cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"".', 'evidence_id': 'Intergovernmental Panel on Climate Change:298', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.6931471824645996, 'evidence': '""We concur with the climate science assessment of the Intergovernmental Panel on Climate Change (IPCC) in 2001 ... We endorse the conclusions of the IPCC assessment..."" Canadian Meteorological and Oceanographic Society.', 'evidence_id': 'Intergovernmental Panel on Climate Change:348', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Medieval Warm Period', 'entropy': 0.6931471824645996, 'evidence': 'The IPCC Third Assessment Report from 2001 then summarized research: ""evidence does not support globally synchronous periods of anomalous cold or warmth over this time frame, and the conventional terms of \'Little Ice Age\' and \'Medieval Warm Period\' appear to have limited utility in describing trends in hemispheric or global mean temperature changes in past centuries.""', 'evidence_id': 'Medieval Warm Period:16', 'evidence_label': 2, 'votes': array([None, 'REFUTES', 'NOT_ENOUGH_INFO', None, None], dtype=object)}]",5_2 Climate movement is unreliable/alarmist/corrupt
2853,The Ozone Layer stops UV radiation from entering our atmosphere.,0,"[{'article': 'Earth', 'entropy': 0.0, 'evidence': 'The ozone layer blocks ultraviolet solar radiation, permitting life on land.', 'evidence_id': 'Earth:170', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Ozone layer', 'entropy': 0.0, 'evidence': 'Although the concentration of the ozone in the ozone layer is very small, it is vitally important to life because it absorbs biologically harmful ultraviolet (UV) radiation coming from the sun.', 'evidence_id': 'Ozone layer:22', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Ozone layer', 'entropy': 0.6365141868591309, 'evidence': 'The breakdown of ozone in the stratosphere results in reduced absorption of ultraviolet radiation.', 'evidence_id': 'Ozone layer:44', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'REFUTES', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Ozone layer', 'entropy': 0.6365141868591309, 'evidence': ""Consequently, unabsorbed and dangerous ultraviolet radiation is able to reach the Earth's surface at a higher intensity."", 'evidence_id': 'Ozone layer:45', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Ozone', 'entropy': 0.0, 'evidence': ""It is present in very low concentrations throughout the latter, with its highest concentration high in the ozone layer of the stratosphere, which absorbs most of the Sun's ultraviolet (UV) radiation."", 'evidence_id': 'Ozone:4', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
2856,"At present, climate forecasts even as little as six weeks ahead can be diametrically the opposite of what actually occurs, even if the forecasts are limited to a small region of the planet.'",2,"[{'article': 'Ensemble forecasting', 'entropy': 0.6931471824645996, 'evidence': 'These uncertainties limit forecast model accuracy to about six days into the future.', 'evidence_id': 'Ensemble forecasting:15', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Ensemble forecasting', 'entropy': 0.6931471824645996, 'evidence': 'As proposed by Edward Lorenz in 1963, it is impossible for long-range forecasts—those made more than two weeks in advance—to predict the state of the atmosphere with any degree of skill owing to the chaotic nature of the fluid dynamics equations involved.', 'evidence_id': 'Ensemble forecasting:9', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Meteorology', 'entropy': 0.0, 'evidence': 'Mathematical models used to predict the long term weather of the Earth (climate models), have been developed that have a resolution today that are as coarse as the older weather prediction models.', 'evidence_id': 'Meteorology:123', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Meteorology', 'entropy': 0.0, 'evidence': 'Weather forecasting is the application of science and technology to predict the state of the atmosphere at a future time and given location.', 'evidence_id': 'Meteorology:188', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Weather forecasting', 'entropy': 0.6931471824645996, 'evidence': 'As proposed by Edward Lorenz in 1963, long range forecasts, those made at a range of two weeks or more, are impossible to definitively predict the state of the atmosphere, owing to the chaotic nature of the fluid dynamics equations involved.', 'evidence_id': 'Weather forecasting:100', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
2857,"Weather is chaotic because air is light, it has low friction and viscosity, it expands strongly when in contact with hot surfaces and it conducts heat poorly.",0,"[{'article': 'Friction', 'entropy': 0.6931471824645996, 'evidence': 'The work done by friction can translate into deformation, wear, and heat that can affect the contact surface properties (even the coefficient of friction between the surfaces).', 'evidence_id': 'Friction:229', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Liquid', 'entropy': 0.0, 'evidence': 'Liquids tend to have better thermal conductivity than gases, and the ability to flow makes a liquid suitable for removing excess heat from mechanical components.', 'evidence_id': 'Liquid:53', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Viscosity', 'entropy': 0.6931471824645996, 'evidence': 'The bulk viscosity (also called volume viscosity) expresses a type of internal friction that resists the shearless compression or expansion of a fluid.', 'evidence_id': 'Viscosity:47', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Weather', 'entropy': 0.0, 'evidence': 'Weather is driven by air pressure, temperature and moisture differences between one place and another.', 'evidence_id': 'Weather:4', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Weather', 'entropy': 0.0, 'evidence': 'A hot surface warms the air above it causing it to expand and lower the density and the resulting surface air pressure.', 'evidence_id': 'Weather:43', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
2862,The Independent Climate Change Email Review found the CRU scientists were unhelpful and unsympathetic to information requesters and at times broke FoI laws.,0,"[{'article': 'Climatic Research Unit documents', 'entropy': 0.0, 'evidence': 'The Science and Technology Select Committee report blamed the university for mishandling Freedom of Information requests and said it had ""found ways to support the culture at CRU of resisting disclosure of information to climate change sceptics"".', 'evidence_id': 'Climatic Research Unit documents:159', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climatic Research Unit documents', 'entropy': 0.6931471824645996, 'evidence': 'The e-mail theft highlighted ""the harassment that denialists inflict on some climate-change researchers, often in the form of endless, time-consuming demands for information under the US and UK Freedom of Information Acts.', 'evidence_id': 'Climatic Research Unit documents:37', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Climatic Research Unit email controversy', 'entropy': 0.6931471824645996, 'evidence': 'Over 95% of the CRU climate data set had been available to the public for several years before July 2009, when the university received numerous FOI requests for raw data or details of the confidentiality agreements from Stephen McIntyre and readers of his Climate Audit blog.', 'evidence_id': 'Climatic Research Unit email controversy:256', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Climatic Research Unit email controversy', 'entropy': 0.0, 'evidence': 'In addition, the investigation would review CRU\'s compliance with Freedom of Information Act requests and also ""make recommendations about the management, governance and security structures for CRU and the security, integrity and release of the data it holds"".', 'evidence_id': 'Climatic Research Unit email controversy:83', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Freedom of Information requests to the Climatic Research Unit', 'entropy': 0.6931471824645996, 'evidence': 'It blamed the university for mishandling Freedom of Information requests, and said it had “found ways to support the culture at CRU of resisting disclosure of information to climate change sceptics”.', 'evidence_id': 'Freedom of Information requests to the Climatic Research Unit:57', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]",5_3 Climate change related dilemmas are conspiracies
2867,Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,0,"[{'article': 'Creationism', 'entropy': 0.6365141868591309, 'evidence': 'Several religious organizations, among them the Catholic Church, hold that their faith does not conflict with the scientific consensus regarding evolution.', 'evidence_id': 'Creationism:233', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Creation–evolution controversy', 'entropy': 0.6365141868591309, 'evidence': 'Many creationists strongly oppose certain scientific theories in a number of ways, including opposition to specific applications of scientific processes, accusations of bias within the scientific community, and claims that discussions within the scientific community reveal or imply a crisis.', 'evidence_id': 'Creation–evolution controversy:244', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Galileo affair', 'entropy': 0.6365141868591309, 'evidence': ""Galileo's contributions caused difficulties for theologians and natural philosophers of the time, as they contradicted scientific and philosophical ideas based on those of Aristotle and Ptolemy and closely associated with the Catholic Church."", 'evidence_id': 'Galileo affair:12', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Galileo affair', 'entropy': 0.6365141868591309, 'evidence': 'Galileo\'s discoveries were met with opposition within the Catholic Church, and in 1616 the Inquisition declared heliocentrism to be ""formally heretical.""', 'evidence_id': 'Galileo affair:4', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Science and the Catholic Church', 'entropy': 0.6365141868591309, 'evidence': 'An alternative criticism is that the Church opposed particular scientific discoveries that it felt challenged its authority and power – particularly through the Reformation and on through the Enlightenment.', 'evidence_id': 'Science and the Catholic Church:24', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                                                                                                         ]",5_2 Climate movement is unreliable/alarmist/corrupt
2868,"""I mean, it - I mean - and I tell somebody, I said, just because you have a group of scientists that have stood up and said here is the fact, Galileo got outvoted for a spell"" (Texas Governor Rick Perry)",0,"[{'article': '2006 Texas gubernatorial election', 'entropy': 0.0, 'evidence': ""Perry was re-elected to a second full term in office, winning 39% of the vote to Bell's 30%, Strayhorn's 18% and Friedman's 12%."", 'evidence_id': '2006 Texas gubernatorial election:2', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': '2006 Texas gubernatorial election', 'entropy': 0.0, 'evidence': 'Exit polls revealed that Perry won the Anglo vote with 46%, while Bell got 22%, Strayhorn got 16% and Friedman got 15%.', 'evidence_id': '2006 Texas gubernatorial election:4', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Rick Perry 2012 presidential campaign', 'entropy': 0.0, 'evidence': 'Further, during a Republican gubernatorial debate in January 2010, when asked if he would commit to serving out his term if re-elected, he replied that ""the place hasn\'t been made yet"" where he would rather serve than the governor of Texas.', 'evidence_id': 'Rick Perry 2012 presidential campaign:8', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Rick Perry', 'entropy': 0.6931471824645996, 'evidence': 'Perry has called himself ""a firm believer in intelligent design as a matter of faith and intellect"", and has expressed support for its teaching alongside evolution in Texas schools, but has also said that ""educators and local school officials, not the governor, should determine science curriculum"".', 'evidence_id': 'Rick Perry:107', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Rick Perry', 'entropy': 0.0, 'evidence': 'Jeff L. Blackburn, chief counsel of the Innocence Project of Texas, said of Perry that ""He has done more good than any other governor we\'ve ever had [...] unless, of course, it involves the death penalty.', 'evidence_id': 'Rick Perry:129', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                                                 ]",5_2 Climate movement is unreliable/alarmist/corrupt
2869,"Claims that the IPCC does not accurately represent the views and findings of the scientists, on whose work the IPCC reports are based, are not supported by the facts.",2,"[{'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.6931471824645996, 'evidence': '[...] This conclusion is based on a substantial array of scientific evidence, including recent work, and is consistent with the conclusions of recent assessments by the U.S.', 'evidence_id': 'Intergovernmental Panel on Climate Change:180', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.6931471824645996, 'evidence': 'The U.S. government was the main force in forming the IPCC as an autonomous intergovernmental body in which scientists took part both as experts on the science and as official representatives of their governments, to produce reports which had the firm backing of all the leading scientists worldwide researching the topic, and which then had to gain consensus agreement from every one of the participating governments.', 'evidence_id': 'Intergovernmental Panel on Climate Change:23', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6931471824645996, 'evidence': ""This consensus is supported by various studies of scientists' opinions and by position statements of scientific organizations, many of which explicitly agree with the Intergovernmental Panel on Climate Change (IPCC) synthesis reports."", 'evidence_id': 'Scientific consensus on climate change:1', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6931471824645996, 'evidence': 'This report explicitly endorses the IPCC view of attribution of recent climate change as representing the view of the scientific community: The changes observed over the last several decades are likely mostly due to human activities, but we cannot rule out that some significant part of these changes is also a reflection of natural variability.', 'evidence_id': 'Scientific consensus on climate change:117', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'The Great Global Warming Swindle', 'entropy': 0.6931471824645996, 'evidence': 'The film argues that IPCC reports misrepresent the views of scientists who contribute to them through selective editorialising.', 'evidence_id': 'The Great Global Warming Swindle:69', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}]",5_2 Climate movement is unreliable/alarmist/corrupt
2870,"Ironically, it's those who are mispresenting Hulme's paper that are the ones being misleading.",0,"[{'article': 'Imagism', 'entropy': 0.6931471824645996, 'evidence': 'This note, along with the appendix note (""The Complete Works of T. S. Hulme"") in Pound\'s book Ripostes (1912), are considered to be the first appearances of the word ""Imagiste"" (later anglicised to ""Imagist"") in print.', 'evidence_id': 'Imagism:49', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Imagism', 'entropy': 0.6931471824645996, 'evidence': 'To use absolutely no word that does not contribute to the presentation.', 'evidence_id': 'Imagism:55', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Imagism', 'entropy': 0.0, 'evidence': 'Imagism refers to the manner of presentation, not to the subject.""', 'evidence_id': 'Imagism:64', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Mike Hulme', 'entropy': 0.0, 'evidence': 'He is best known as the author of Why We Disagree About Climate Change published in 2009 by Cambridge University Press and which was named by The Economist in December 2009 as one of their four Books of Year for science and technology.', 'evidence_id': 'Mike Hulme:11', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Mike Hulme', 'entropy': 0.0, 'evidence': 'In 2008, Hulme made a personal statement on what he called the ""5 lessons of climate change"", as: ""climate change is a relative risk, not an absolute one"" ""climate risks are serious, and we should seek to minimise them"" ""our world has huge unmet development needs"" ""our current energy portfolio is not sustainable"" ""massive and deliberate geo-engineering of the planet is a dubious practice"" After the Climatic Research Unit email controversy, he wrote an article for the BBC in which he said: At the very least, the publication of private CRU e-mail correspondence should be seen as a wake-up call for scientists – and especially for climate scientists.', 'evidence_id': 'Mike Hulme:16', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",5_2 Climate movement is unreliable/alarmist/corrupt
2871,"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",1,"[{'article': 'Global warming controversy', 'entropy': 0.0, 'evidence': 'The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.', 'evidence_id': 'Global warming controversy:725', 'evidence_label': 1, 'votes': array([None, 'REFUTES', 'REFUTES', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.6931471824645996, 'evidence': 'The Intergovernmental Panel on Climate Change (IPCC) is an intergovernmental body of the United Nations that is dedicated to providing the world with objective, scientific information relevant to understanding the scientific basis of the risk of human-induced climate change, its natural, political, and economic impacts and risks, and possible response options.', 'evidence_id': 'Intergovernmental Panel on Climate Change:0', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'REFUTES', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.0, 'evidence': 'There is widespread support for the IPCC in the scientific community, which is reflected in publications by other scientific bodies and experts.', 'evidence_id': 'Intergovernmental Panel on Climate Change:253', 'evidence_label': 1, 'votes': array([None, 'REFUTES', 'REFUTES', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.6931471824645996, 'evidence': 'Criticism of the MBH99 reconstruction in a review paper, which was quickly discredited in the Soon and Baliunas controversy, was picked up by the Bush administration, and a Senate speech by US Republican senator James Inhofe alleged that ""manmade global warming is the greatest hoax ever perpetrated on the American people"".', 'evidence_id': 'Intergovernmental Panel on Climate Change:280', 'evidence_label': 2, 'votes': array([None, 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None], dtype=object)}
 {'article': 'United Nations', 'entropy': 0.6931471824645996, 'evidence': 'In 1988, the UNEP and the World Meteorological Organization (WMO), another UN organization, established the Intergovernmental Panel on Climate Change, which assesses and reports on research on global warming.', 'evidence_id': 'United Nations:234', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'REFUTES', None, None], dtype=object)}]",5_2 Climate movement is unreliable/alarmist/corrupt
2876,Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).,0,"[{'article': 'Benny Peiser', 'entropy': 0.6365141868591309, 'evidence': 'In 2004, a paper was published in the journal Science by Naomi Oreskes titled Beyond the Ivory Tower: The Scientific Consensus on Climate Change.', 'evidence_id': 'Benny Peiser:51', 'evidence_label': 0, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'SUPPORTS', None, None],
       dtype=object)}
 {'article': 'Merchants of Doubt', 'entropy': 0.6365141868591309, 'evidence': 'Her work came to public attention in 2004 with the publication of ""The Scientific Consensus on Climate Change,"" in Science, in which she wrote that there was no significant disagreement in the scientific community about the reality of global warming from human causes.', 'evidence_id': 'Merchants of Doubt:55', 'evidence_label': 0, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'SUPPORTS', None, None],
       dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6365141868591309, 'evidence': 'In 2004, the geologist and historian of science Naomi Oreskes summarized a study of the scientific literature on climate change.', 'evidence_id': 'Scientific consensus on climate change:258', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6365141868591309, 'evidence': 'The Working Group I report (WG1) was published in September 2013.', 'evidence_id': 'Scientific consensus on climate change:34', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6365141868591309, 'evidence': 'Naomi Oreskes (December 3, 2004).', 'evidence_id': 'Scientific consensus on climate change:732', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                  ]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
2877,Benny Peiser conducted a search of peer-reviewed literature on the ISI Web of Science database between 1993 and 2003.,1,"[{'article': 'Google Scholar', 'entropy': 0.6931471824645996, 'evidence': 'Google Scholar is a freely accessible web search engine that indexes the full text or metadata of scholarly literature across an array of publishing formats and disciplines.', 'evidence_id': 'Google Scholar:0', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Google Scholar', 'entropy': 0.6931471824645996, 'evidence': 'Released in beta in November 2004, the Google Scholar index includes most peer-reviewed online academic journals and books, conference papers, theses and dissertations, preprints, abstracts, technical reports, and other scholarly literature, including court opinions and patents.', 'evidence_id': 'Google Scholar:1', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Philosophy of geography', 'entropy': 0.0, 'evidence': 'In 2005 the society sponsoring these annual meetings became the International Association for the Study of Environment, Space, and Place, and in 2009 the book series gave way to a peer-reviewed journal, Environment, Space, Place, published semiannually and currently edited by C. Patrick Heidkamp, Troy Paddock, and Christine Petto of Southern Connecticut State University.', 'evidence_id': 'Philosophy of geography:14', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Philosophy of geography', 'entropy': 0.0, 'evidence': 'Three volumes of an annual peer-reviewed journal, Philosophy and Geography, were published by Rowman & Littlefield Press which later became a bi-annual journal published by Carfax publishers.', 'evidence_id': 'Philosophy of geography:6', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Web of Science', 'entropy': 0.6931471824645996, 'evidence': 'It was originally produced by the Institute for Scientific Information (ISI) and is currently maintained by Clarivate Analytics (previously the Intellectual Property and Science business of Thomson Reuters) A citation index is built on the fact that citations in science serve as linkages between similar research items, and lead to matching or related scientific literature, such as journal articles, conference proceedings, abstracts, etc.', 'evidence_id': 'Web of Science:1', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
2880,"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",0,"[{'article': 'Concentrated solar power', 'entropy': 0.6931471824645996, 'evidence': 'The thermal storage capacity is indicated in hours of power generation at nameplate capacity.', 'evidence_id': 'Concentrated solar power:110', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Concentrated solar power', 'entropy': 0.0, 'evidence': 'CSP with thermal storage systems are also available using Brayton cycle with air instead of steam for generating electricity and/or steam round the clock.', 'evidence_id': 'Concentrated solar power:116', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Concentrated solar power', 'entropy': 0.0, 'evidence': 'A CSP plant can incorporate thermal energy storage, which stores energy either in the form of sensible heat, or as latent heat (for example, using molten salt), which enables these plants to continue to generate electricity whenever it is needed, day or night.', 'evidence_id': 'Concentrated solar power:16', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Solar power', 'entropy': 0.0, 'evidence': 'Concentrated solar power plants may use thermal storage to store solar energy, such as in high-temperature molten salts.', 'evidence_id': 'Solar power:211', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Thermal energy storage', 'entropy': 0.0, 'evidence': 'Presently, this is a commercially used technology to store the heat collected by concentrated solar power (e.g., from a solar tower or solar trough).', 'evidence_id': 'Thermal energy storage:14', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",4_4 Clean energy technology/biofuels won’t work
